Var1	Var2	Odabir
continuous	continuous	discrete
		class
1.082259142523126	-0.624221226017247	jedno
0.05597748668620194	-0.9065807130672122	jedno
-0.6971403448956681	-0.479833598221456	jedno
-0.3803006831097592	1.392400317156806	jedno
0.7626486781161718	-0.01467238853333122	jedno
1.218571340038217	1.123925853828429	jedno
-1.165095355866802	-1.099099099365511	jedno
-0.01489394378871537	0.7616300041515969	jedno
-0.131664779548919	1.122177215757614	jedno
0.46707427145559	-0.3621089648508152	jedno
0.2120934961135257	-1.193978228672329	jedno
1.199608556158117	0.6973486209064254	jedno
0.7641474230025544	-0.1985802083392203	jedno
-1.251084915849966	1.369963114450781	jedno
0.8856532867566708	0.3489860676538213	jedno
1.40481877405936	0.7343756957891553	jedno
-0.5741596154499302	1.681320326405001	jedno
-1.141893086745128	0.09788543493138134	jedno
0.02340448766354705	-1.612402791118352	jedno
-0.2974503266956202	-0.7240567530752722	jedno
0.6372109016041196	-0.2745876770660987	jedno
0.5814669918204189	0.6966583018772965	jedno
-1.9981598483317	-0.6027652545122173	jedno
1.278678315429288	0.1385433561326731	jedno
-0.7000051607675521	-0.04395104111468279	jedno
-0.9099714944701389	-0.563563924819686	jedno
-0.3656193253886243	0.842103964867614	jedno
0.1742834351277041	0.5678678452850737	jedno
-1.521008808920514	0.4137827542959057	jedno
-0.05753019470352104	-1.08402006310518	jedno
-0.720943818774636	-0.5017195960705307	jedno
-0.4703281335723939	0.2978342001066544	jedno
-0.1118144339987224	0.6232869403073057	jedno
0.2316499953245733	-2.109396563852161	jedno
2.324225117300162	-0.5624178781676927	jedno
0.2821483364282773	-0.6080883809832037	jedno
0.4012127476024709	-0.2391726508637491	jedno
0.4622633288604762	-0.897302601623718	jedno
0.2558269625855157	0.02135940846089117	jedno
-0.8458741127732663	0.1991057299700325	jedno
-0.9595200115147794	1.058847014494391	jedno
0.5663687098467202	0.4782682746135679	jedno
-0.4905476029013716	0.7479977519607761	jedno
1.438964840736201	-0.283261120428622	jedno
0.187260686530869	-0.7018084870968222	jedno
2.456213267222554	-0.1477220199377009	jedno
-0.05408844526613042	0.2481956292060349	jedno
-0.1171393337100749	0.8682978976459029	jedno
1.023215436604853	-0.2231448307047976	jedno
0.2447498153493558	0.6672872730334283	drugo
1.703432851841585	-1.736926210952136	drugo
0.8297798077278944	-1.240316373886877	drugo
-1.112075148608214	-0.6090260364686049	drugo
-2.145318520800096	1.072050161977828	drugo
-0.7904183333053643	0.0875061727821554	drugo
1.217948302877042	1.452598456420145	drugo
0.4123599116908811	0.5998601447094514	drugo
-0.2019776065382143	0.261228572569859	drugo
0.1316938954641489	-1.141022158073701	drugo
-0.797302947689255	-0.635850806567087	drugo
0.9146929502041825	-0.8392237028105914	drugo
-1.491386793573832	-0.9490610991304107	drugo
-0.525630579053953	0.7249637987142302	drugo
0.9822336181436296	1.10333297974813	drugo
1.095031490119084	-0.8735075464364922	drugo
-0.537775415196367	1.199291394456572	drugo
-0.003750231202779487	0.9960048181301511	drugo
1.704144870861556	-0.4089117641578405	drugo
-1.513056380076871	0.6937882974960331	drugo
-0.3856810066505971	-0.03979671006997608	drugo
-1.331578279783463	-0.07715382902667262	drugo
1.498072934884535	0.449508716083409	drugo
0.004978560715601105	0.4471994094339366	drugo
-0.8030401575748126	-0.14488309230289	drugo
-0.7713075361668881	1.072909729392182	drugo
-0.1788514521819751	0.09189306748855991	drugo
-2.089246068297096	-1.798114082137106	drugo
-1.960567817188179	0.0632233136380853	drugo
1.024683004126475	-0.6346964219885078	drugo
1.672159421662492	1.914604326831943	drugo
-1.072939368842742	0.3642597135299424	drugo
0.4575169019386203	0.7956124856287682	drugo
-0.5381844383163167	1.297398508055339	drugo
0.07056127636161755	-1.772693025480754	drugo
1.440262764534065	1.633240827555701	drugo
-0.01747319129376575	-0.7528130037358697	drugo
-0.4554965651155153	-1.603770850832622	drugo
0.101660212174422	0.4790039988036113	drugo
-0.2123184427291076	-0.05993709889379665	drugo
-2.485677935516068	1.347990699197938	drugo
1.242004426079674	-0.4674165513897177	drugo
1.199560093453051	0.9877122335743267	drugo
-0.8138549970671277	-0.7857842767697925	drugo
-0.5240267247267508	-0.4853789970375408	drugo
-0.04864232300025853	-0.3721220458245302	drugo
0.2321778304225139	0.481419404452563	drugo
-0.03417520816664874	-0.2283753211180552	drugo
-0.8863999083975657	0.1028354700518831	drugo
1.271385853652085	-0.660781347491881	drugo
-1.386775434435701	0.8996247098093954	drugo
